CustomerID,SalesOrderNumber,SalesAmount,OrderDate,Quantity,Unit Price
17244,SO56546,53.99,4/21/2013,2,27.99525079359254
11999,SO63483,2334.97,8/2/2013,34,68.85287700355846
24408,SO71640,96.07,11/27/2013,1,77.35386345622817
11784,SO73275,69.97,12/17/2013,3,27.57556667927797
13146,SO58233,30.97,5/18/2013,0,74.18055311812665
26992,SO62689,583.97,7/23/2013,15,39.93939760832906
11034,SO70521,796.34,11/10/2013,12,65.06905390639005
11448,SO51197,2318.96,12/29/2012,36,65.18532252228499
24584,SO59583,30.48,6/6/2013,1,55.89859498710206
26019,SO65939,1174.48,9/7/2013,87,13.577528155168789
24139,SO70411,38.98,11/9/2013,0,84.35373708097761
18494,SO45018,3578.27,6/28/2011,101,35.474106172314904
17249,SO44195,3578.27,3/14/2011,157,22.719258487986153
28233,SO58085,21.49,5/16/2013,2,8.873638447702572
15164,SO62363,4.99,7/18/2013,0,61.134829602882974
24850,SO65890,624.97,9/7/2013,9,69.36861437501683
18256,SO66949,34.99,9/24/2013,5,6.575843748146335
14800,SO45616,3578.27,9/3/2011,67,53.64884053843169
21208,SO56913,39.98,4/28/2013,2,26.517098643804104
15560,SO57811,4.99,5/11/2013,0,66.29141508889774
27098,SO64479,68.97,8/18/2013,3,21.564810755474188
19853,SO68176,119.98,10/11/2013,2,70.63908511973426
15783,SO68957,63.97,10/23/2013,2,41.73985789855105
23836,SO71206,599.47,11/20/2013,6,93.98934892998977
16933,SO73140,39.98,12/15/2013,2,18.06448969386936
28649,SO44707,3578.27,5/24/2011,96,37.40130334977456
16935,SO61829,54.98,7/9/2013,3,15.779984517855961
20624,SO65009,2443.35,8/26/2013,26,92.84589373646347
15381,SO74492,4.99,1/8/2014,0,88.34723857
15346,SO47774,782.99,4/5/2012,27,29.504454632939783
26584,SO51935,33.98,1/29/2013,1,67.69848437
24025,SO65391,578.46,8/29/2013,7,82.63610901911551
23202,SO70041,32.28,11/4/2013,1,57.744077101948925
12415,SO71318,74.98,11/22/2013,1,55.316804943820614
24909,SO48262,1000.4375,5/26/2012,36,27.97596763554291
16205,SO49687,2181.5625,9/12/2012,158,13.844762941560425
15695,SO62097,2339.97,7/14/2013,26,90.23549700556605
19614,SO45476,3578.27,8/22/2011,40,90.53971543
13685,SO56485,2365.95,4/20/2013,36,65.14463844096045
14907,SO65418,127.28,8/30/2013,3,37.20783014962657
14555,SO68629,839.46,10/18/2013,22,38.17490958820279
17563,SO71125,2397.91,11/19/2013,32,73.96578949267274
12482,SO73908,49.99,12/25/2013,1,90.22547469549482
12213,SO48142,2049.0982,5/9/2012,23,89.27321030518614
21948,SO69945,2443.35,11/3/2013,31,79.08817685647426
20215,SO45964,3578.27,10/21/2011,54,65.99300638465733
25203,SO54369,1223.84,3/13/2013,94,12.993296674529638
24159,SO64162,574.98,8/13/2013,28,20.35472783898831
17062,SO54151,37.27,3/10/2013,0,90.36264791007252
22665,SO58080,586.97,5/16/2013,9,62.61076066766104
11631,SO58488,39.22,5/23/2013,7,5.873719903579817
19735,SO62068,572.26,7/13/2013,39,14.63979657227305
28611,SO54479,8.99,3/16/2013,0,68.03266807
25255,SO63773,32.6,8/7/2013,6,5.480850465390775
14824,SO70384,862.98,11/9/2013,43,20.27676488466237
17472,SO73743,4.99,12/23/2013,0,57.129709989825685
20168,SO74241,32.28,12/31/2013,0,70.73004378080586
19410,SO53340,1120.49,2/25/2013,17,66.93631965274704
11507,SO66786,4.99,9/21/2013,0,26.30558439875318
11203,SO55743,88.98,4/6/2013,1,72.65702603
13731,SO74961,21.98,1/23/2014,1,27.538663312196007
19741,SO68493,78.98,10/16/2013,2,35.912971325130435
12124,SO51441,2451.3,1/13/2013,32,75.91668348621229
16827,SO63833,2363.96,8/8/2013,35,66.71512541
26014,SO70655,1313.34,11/12/2013,15,85.676224
12468,SO45139,3578.27,7/12/2011,53,67.47322476853262
12844,SO55004,56.97,3/25/2013,1,58.98931732
17977,SO69732,784.47,10/31/2013,56,13.899102943668785
20856,SO48240,782.99,5/24/2012,20,39.93300129064618
16771,SO53703,21.98,3/1/2013,1,30.19422492976392
14812,SO58872,63.97,5/29/2013,2,28.17901612101294
24926,SO73817,64.97,12/24/2013,1,97.43600270148232
25823,SO45439,699.0982,8/14/2011,17,42.34428384334224
22211,SO58043,37.27,5/15/2013,0,89.74442274182576
26640,SO64367,588.96,8/16/2013,9,64.95816946973997
19201,SO51685,1120.49,1/27/2013,14,80.50707384
20969,SO57990,38.98,5/14/2013,1,52.75052384499325
20791,SO59230,9.99,6/1/2013,0,59.80586903950412
20477,SO61686,68.97,7/7/2013,1,51.78918091279207
21749,SO71481,1155.48,11/24/2013,49,23.54808384081423
15699,SO46739,2181.5625,1/5/2012,30,73.63295095
17630,SO52391,4.99,2/7/2013,0,31.67337443
11417,SO69841,756.33,11/1/2013,103,7.310016810988115
20866,SO73114,2374.98,12/15/2013,36,66.31986811118094
19305,SO47870,1000.4375,4/18/2012,46,21.825514543669648
12677,SO56751,2294.99,4/24/2013,24,94.34356551352685
11519,SO69259,63.97,10/27/2013,1,95.62321482
19647,SO73202,195.59,12/16/2013,2,91.91211707094261
25641,SO51222,561.48,12/30/2012,14,40.16507652426722
11000,SO57418,2507.03,5/3/2013,388,6.468378570242406
22353,SO62493,39.98,7/20/2013,0,93.19026345
18383,SO63447,13.98,8/2/2013,0,45.67749409014486
20094,SO63781,13.98,8/7/2013,0,96.83220780914861
11094,SO64684,127.95,8/21/2013,1,96.54389782347901
22929,SO72249,2492.32,12/3/2013,29,86.03589826939921
19434,SO50081,782.99,10/16/2012,24,32.97264474661064
14546,SO54633,28.99,3/18/2013,1,41.58428422
11185,SO68206,31.27,10/12/2013,0,85.85798379
24998,SO55547,2438.06,4/2/2013,69,35.10759048984637
12123,SO71214,659.44,11/20/2013,31,21.101810935178786
16233,SO74670,114.46,1/14/2014,2,57.89611993354327
20421,SO57714,118.97,5/9/2013,1,93.93470354527419
11465,SO62085,2438.06,7/13/2013,34,71.12283068412243
29279,SO68389,819.31,10/14/2013,14,59.15581115848967
13929,SO75081,76.97,1/27/2014,5,14.23176690822301
13735,SO48442,2181.5625,6/3/2012,34,63.425686536421125
24827,SO55833,34.89,4/7/2013,0,99.05511575990501
13690,SO70222,1263.82,11/6/2013,69,18.307981447469782
12064,SO71734,47.94,11/28/2013,1,54.24131697455499
12251,SO46435,3374.99,12/5/2011,38,88.35044183315577
24244,SO50077,2443.35,10/15/2012,32,75.37301868664942
21438,SO51405,561.48,1/10/2013,8,71.21649539455046
15895,SO60793,61.96,6/24/2013,1,71.73598797877538
25993,SO67693,1273.32,10/3/2013,33,39.15165936587674
14843,SO71573,2334.97,11/26/2013,71,32.89122520512687
12011,SO73178,742.35,12/15/2013,9,81.88930977
15188,SO46802,782.99,1/12/2012,10,81.96077249452217
20361,SO52742,69.99,2/14/2013,1,87.37187026510985
11498,SO55158,78.98,3/28/2013,1,91.75785249286477
13182,SO66862,45.95,9/22/2013,1,53.57752789178909
22470,SO69943,1735.98,11/2/2013,33,52.64404799528396
18468,SO44913,3578.27,6/14/2011,44,80.83804200184363
15299,SO71522,7.28,11/25/2013,0,66.74657342
22482,SO74496,39.98,1/8/2014,1,71.68685333948181
24363,SO74916,13.98,1/22/2014,0,80.6003036
22591,SO58539,567.76,5/23/2013,6,89.55050747
12295,SO64502,49.99,8/18/2013,1,37.1095399
16468,SO65984,63.97,9/8/2013,2,40.68038050079468
19277,SO52549,39.98,2/10/2013,3,13.928284284882555
16439,SO65361,24.99,8/29/2013,0,59.93661339463653
27707,SO66416,561.48,9/15/2013,67,8.414516010690498
16707,SO55796,799.48,4/6/2013,16,49.231811722583714
23583,SO60108,1251.12,6/13/2013,22,56.55124029721978
11884,SO52915,74.98,2/17/2013,2,32.22141895218702
26766,SO70675,78.98,11/13/2013,1,61.12915975405602
20227,SO45962,3578.27,10/21/2011,453,7.897523744209696
12231,SO48580,2049.0982,6/15/2012,240,8.548077931
24613,SO52158,1147.77,2/3/2013,14,83.14705326266754
23235,SO52258,39.98,2/4/2013,1,39.218110934069976
13099,SO57382,120,5/3/2013,7,17.070748701929055
15833,SO57419,539.99,5/3/2013,10,54.61310970520641
25617,SO64715,1249.84,8/21/2013,16,78.14938754436803
15133,SO65778,2394.97,9/5/2013,94,25.50299761
11994,SO46309,3374.99,11/25/2011,53,64.17459520280502
22822,SO51226,2475.95,12/31/2012,189,13.10800917440796
12142,SO46315,3578.27,11/27/2011,361,9.909763511017731
12448,SO46587,3578.27,12/26/2011,64,55.47868999897406
11298,SO53122,2343.96,2/21/2013,42,56.36033655296012
23737,SO64080,34.98,8/12/2013,1,65.55584064232963
11586,SO69362,8.99,10/28/2013,0,73.97867670365285
26281,SO73166,1263.82,12/15/2013,13,97.70594754894078
21067,SO50182,782.99,10/27/2012,14,54.04853308861355
21581,SO52351,24.27,2/6/2013,1,35.68086492941836
20041,SO56730,12.98,4/24/2013,0,80.54268850302685
17996,SO67357,1754.98,9/29/2013,57,30.72906386989705
15333,SO69764,848.47,10/31/2013,18,46.70228496703543
26673,SO49351,782.99,8/17/2012,63,12.453356227515265
11095,SO51683,2363.96,1/27/2013,319,7.408320624468463
12431,SO54797,94.98,3/21/2013,1,96.45159939440288
14874,SO65997,804.48,9/8/2013,10,84.41811144865956
27799,SO51525,1174.48,1/18/2013,17,71.11754958
16298,SO65562,2398.97,9/2/2013,55,43.85052971935564
19938,SO66289,4.99,9/13/2013,0,21.46296040673035
18228,SO67760,1709.98,10/4/2013,86,19.861519053753174
23376,SO45746,3578.27,9/23/2011,124,28.773075325636555
20125,SO58863,119.98,5/29/2013,2,57.17653314708144
16542,SO61816,39.98,7/9/2013,1,72.88661265650592
23851,SO69936,539.99,11/2/2013,8,67.71875078818448
15997,SO73480,2384.07,12/19/2013,75,31.59372020986457
16444,SO54204,828.47,3/11/2013,9,95.71220166300344
24465,SO59461,1174.48,6/4/2013,16,75.10020708609801
20773,SO72535,30.97,12/7/2013,1,57.66363498858306
12093,SO74918,8.99,1/22/2014,0,63.113470892263464
24450,SO54544,67.59,3/17/2013,2,44.862005930640045
18025,SO64644,37.27,8/20/2013,1,28.53444400260996
24156,SO67120,6.28,9/26/2013,0,38.81740447186985
11807,SO56167,99.47,4/13/2013,1,76.99538049411507
20545,SO64212,2542.31,8/14/2013,399,6.367381419826808
25245,SO64247,58.98,8/15/2013,4,16.02690084815704
20392,SO69334,133.47,10/28/2013,14,9.370250992066511
13091,SO69849,2443.55,11/1/2013,276,8.869236220302163
17655,SO71483,1750.98,11/24/2013,20,86.26875548104569
27193,SO49906,2049.0982,9/29/2012,29,71.84749664110225
16610,SO54262,32.6,3/12/2013,1,50.04651376329589
15499,SO65063,2439.99,8/27/2013,171,14.294245261845141
15652,SO46256,3578.27,11/17/2011,69,51.703508136099074
11046,SO70651,2439.99,11/12/2013,49,49.97981822415374
12071,SO46298,3578.27,11/23/2011,167,21.45417764145144
12892,SO62251,141.94,7/16/2013,3,46.215906677607435
24837,SO64389,587.92,8/17/2013,14,42.857949767750476
14619,SO68913,39.98,10/22/2013,1,63.505759314960564
26650,SO48597,2071.4196,6/16/2012,32,65.33389683242616
20198,SO60113,1174.48,6/13/2013,126,9.303880928
18160,SO73029,2393.06,12/13/2013,59,40.588198389514766
18316,SO69114,7.28,10/25/2013,0,64.45669199285246
15462,SO48939,2443.35,7/17/2012,46,52.79794456510833
11876,SO60458,7.95,6/19/2013,0,86.36653491289061
20448,SO61773,2466.32,7/8/2013,36,67.57589500379979
15916,SO72425,2460.99,12/5/2013,120,20.47877057273582
28661,SO44731,3578.27,5/29/2011,306,11.704031003040836
15126,SO53014,58.98,2/20/2013,1,66.02983142959998
15572,SO64280,21.98,8/15/2013,3,7.518574501454072
28340,SO44414,3578.27,4/17/2011,59,60.64868022097901
11910,SO45877,3374.99,10/9/2011,36,94.32187293537098
12466,SO54698,58.98,3/19/2013,1,59.670046898208504
16023,SO56073,96.92,4/12/2013,2,41.87614298961958
28867,SO60973,63.97,6/27/2013,1,66.11238075202355
25138,SO62457,1120.49,7/19/2013,23,48.53402459669408
14071,SO63349,2319.99,7/31/2013,41,56.83359498501382
13602,SO43954,3578.27,2/5/2011,38,94.43915683376989
18246,SO44640,3578.27,5/12/2011,86,41.67975059107356
11898,SO45691,3399.99,9/14/2011,35,96.31310356327185
12807,SO51967,2413.45,1/30/2013,27,91.00831098582606
28712,SO56124,2393.06,4/12/2013,101,23.600157804983162
22104,SO57628,553.97,5/7/2013,48,11.589323583140718
11276,SO58252,13.98,5/19/2013,1,14.573910130855532
14132,SO57734,1754.98,5/9/2013,261,6.7310734368972245
11479,SO58581,553.97,5/24/2013,40,13.972081271813197
15853,SO60986,59.98,6/27/2013,1,69.88564347
17533,SO62942,1735.98,7/27/2013,148,11.762921603721754
11882,SO61972,7.95,7/12/2013,0,35.302684877907325
27890,SO66256,561.48,9/12/2013,7,85.26315454209818
25440,SO74044,57.09,12/27/2013,8,7.210833894903457
12160,SO46258,3578.27,11/18/2011,43,82.37450585
28595,SO55935,49.99,4/9/2013,2,31.776203603472993
13599,SO57283,14.98,5/1/2013,1,16.225658624057345
29128,SO59257,771.34,6/1/2013,11,71.19003070959431
13527,SO62138,2479.94,7/14/2013,38,64.74957044408899
16161,SO62863,650.95,7/26/2013,7,88.35984128507003
21183,SO64227,2475.95,8/14/2013,33,74.83174916136915
28084,SO65819,60.47,9/6/2013,1,81.33068838656061
11868,SO73277,93.49,12/17/2013,3,31.793284394274117
13208,SO46692,2443.35,12/31/2011,112,21.856756659073667
23559,SO52042,64.47,1/31/2013,1,76.30840140588154
19191,SO59738,74.98,6/8/2013,1,81.64930023039008
12074,SO68496,13.98,10/16/2013,0,99.09798849006397
17053,SO66269,53.99,9/13/2013,1,44.19867930658552
11467,SO68743,22.93,10/20/2013,1,40.34171815
11056,SO52207,2413.45,2/3/2013,31,78.75923127048969
13313,SO54357,76.97,3/13/2013,2,37.37633632403669
20473,SO75044,14.98,1/26/2014,0,93.42194593233864
28560,SO47477,2071.4196,3/3/2012,24,86.54921142508613
12315,SO51510,2419.06,1/17/2013,53,45.75443260062674
15697,SO57842,2461.03,5/11/2013,32,76.33275144019225
15636,SO59940,78.96,6/11/2013,1,76.68157303804482
25991,SO47781,2181.5625,4/6/2012,147,14.796767539413597
13716,SO48553,2443.35,6/12/2012,27,90.74252613455883
11953,SO52471,22.97,2/9/2013,0,52.998975382546426
11277,SO53023,71.58,2/20/2013,1,83.51345928023545
20442,SO58056,2482.23,5/15/2013,70,35.40471209790812
11200,SO65038,68.97,8/27/2013,1,90.07470670713904
27051,SO49378,2049.0982,8/20/2012,49,41.974159479745495
12546,SO49978,2071.4196,10/6/2012,344,6.029576890628344
22260,SO51355,563.77,1/7/2013,6,91.01128775983005
11041,SO51460,2380.47,1/14/2013,174,13.672234294682688
18757,SO52433,78.98,2/8/2013,2,35.334795571089415
23758,SO52729,1754.98,2/14/2013,18,95.25588686982647
15340,SO72208,41.59,12/3/2013,0,95.30767895906783
20228,SO46020,3578.27,10/28/2011,60,59.47659937171218
16828,SO48179,2443.35,5/15/2012,38,65.02453515613092
16055,SO56159,66.44,4/13/2013,1,47.60232458794038
11121,SO65022,35.23,8/27/2013,1,32.85502331131613
27537,SO67632,2398.05,10/2/2013,66,36.22313181014202
20151,SO53336,574.46,2/25/2013,8,68.88925332731864
17549,SO74392,39.98,1/5/2014,1,76.47558029657961
11018,SO43778,3399.99,1/17/2011,42,80.20000915
24163,SO49950,2181.5625,10/3/2012,27,80.01372356548262
14235,SO49775,2071.4196,9/23/2012,152,13.664579789625584
15356,SO54007,119.98,3/7/2013,2,51.96992894674524
11802,SO54413,48.98,3/14/2013,5,10.468082201581208
14711,SO55115,71.97,3/27/2013,1,57.20524382075487
25987,SO69078,1264.84,10/24/2013,27,46.945397630470815
12586,SO47117,2071.4196,2/3/2012,23,89.33189736203848
13284,SO55597,2374.47,4/3/2013,62,38.33692619244748
20995,SO56684,548.98,4/23/2013,34,16.121366560622555
17172,SO63782,68.49,8/7/2013,4,18.584209795019405
15376,SO69815,78.98,11/1/2013,1,77.34351001315986
25945,SO69941,548.98,11/2/2013,9,63.73071602
16412,SO56445,2478.24,4/19/2013,170,14.606654231665074
11351,SO44889,3374.99,6/12/2011,260,12.990146580924756
18341,SO74604,67.93,1/12/2014,1,71.59206749
22782,SO62623,567.76,7/22/2013,48,11.912485604598384
14834,SO72652,819.48,12/9/2013,10,83.07670563258384
23518,SO74119,4.99,12/28/2013,0,72.09301157986714
11504,SO57254,2.29,5/1/2013,0,12.728134160980478
20625,SO63869,2451.3,8/8/2013,188,13.059582838093233
23457,SO65895,69.97,9/7/2013,1,98.73075995761167
23142,SO66310,556.93,9/13/2013,14,40.55572559683143
17168,SO59782,4.99,6/9/2013,0,40.211003971354636
16934,SO67048,26.97,9/25/2013,0,82.21595888946274
28070,SO43986,3578.27,2/11/2011,38,94.98861485146658
20452,SO46300,3578.27,11/23/2011,36,98.67010106317274
14531,SO53269,118.96,2/24/2013,2,76.57092759959946
26469,SO53887,64.97,3/5/2013,2,40.74466063
17569,SO53370,64.47,2/26/2013,5,12.932568086373532
20001,SO56755,1155.48,4/24/2013,15,78.82895701310649
11530,SO60974,6.28,6/27/2013,0,58.048403724901476
21686,SO62417,9.99,7/19/2013,0,45.301090878462745
23802,SO72209,32.6,12/3/2013,0,91.10366658399992
13633,SO72848,2384.07,12/11/2013,153,15.563760819084377
12917,SO46547,3578.27,12/21/2011,69,51.79938490763162
20630,SO69797,74.98,11/1/2013,12,6.078596252904811
12632,SO57251,2475.95,5/1/2013,50,49.52276099
12368,SO71664,34.99,11/27/2013,3,10.348811189774548
23122,SO63063,13.98,7/30/2013,1,16.287702045466833
26822,SO71468,2442.03,11/24/2013,151,16.16499344382496
22873,SO62573,539.99,7/21/2013,8,66.67497870102605
26396,SO74747,118.96,1/16/2014,2,75.87426353021522
13974,SO48948,2071.4196,7/18/2012,34,60.420032684230165
13945,SO54451,56.97,3/15/2013,1,96.40639210508148
12372,SO55748,7.28,4/6/2013,0,40.612705054751885
12565,SO67816,93.46,10/5/2013,3,32.14264819677677
20878,SO68733,1155.48,10/19/2013,13,87.51691717799872
21633,SO54900,64.98,3/23/2013,2,26.24160466
25619,SO65435,1273.83,8/30/2013,13,96.50614124685808
25246,SO70381,27.77,11/9/2013,5,6.154675095532553
15194,SO46852,782.99,1/18/2012,8,97.13848853722571
25999,SO48686,2181.5625,6/25/2012,240,9.100191635
11091,SO52420,53.99,2/8/2013,1,89.65859580131675
12957,SO58053,35,5/15/2013,1,55.13160536319849
